72,-19.821923195595797
144,-20.873735247168668
216,-20.761959638224912
288,-20.54286130337805
360,-20.406370543949958
432,-19.81814284971948
504,-19.81814284971948
576,-19.79470915315851
648,-19.765570755914258
720,-19.701218936116216
792,-19.710520276247735
864,-19.70747274283638
936,-19.635974926349007
1008,-19.635974926349007
1080,-19.76156219467001
1152,-19.791381676394113
1224,-19.756460891649496
1296,-19.74405190849581
1368,-19.671416779833283
1440,-19.91434746648467
1512,-19.851168135073756
1584,-19.86271681265644
1656,-19.849313269443247
1728,-19.897441032713314
1800,-20.44440724328206
1872,-20.500250951376135
1944,-20.4548184100959
2016,-19.94701914424347
2088,-19.816212215491355
2160,-19.89441201032115
2232,-19.791554157683503
2304,-19.896955303811918
2376,-19.896955303811918
2448,-19.88456504314599
2520,-19.848462928954998
2592,-19.896955303811918
2664,-19.88456504314599
2736,-19.935044114273335
2808,-19.946322858051897
2880,-20.137150085192577
2952,-20.686831579622197
3024,-20.5667392516725
3096,-20.10358538399582
3168,-20.40843778371013
3240,-20.05619934330558
3312,-20.2654030562761
3384,-20.278072541565507
3456,-19.908228268203167
3528,-19.908228268203167
3600,-20.225498528054015
3672,-20.231221637547105
3744,-20.243631646128122
3816,-20.240439959512795
3888,-20.225334905335973
3960,-20.229567523393346
4032,-19.905196886557977
4104,-19.94146657749404
4176,-19.941590369611834
4248,-19.941767424170042
4320,-19.940271971845974
4392,-20.260337770953303
4464,-20.259861629475353
4536,-22.74211795563401
4608,-22.746783790831543
4680,-22.746065326693408
4752,-22.993874086119376
4824,-22.993874086119376
4896,-22.72562678352331
4968,-22.385485877074657
5040,-22.84159637513348
5112,-22.404418634287442
5184,-22.59621770232076
5256,-22.84128709605673
5328,-22.749771242398314
5400,-21.85011194013977
5472,-20.558089682792907
5544,-20.37850404228853
5616,-20.073348608493216
5688,-19.615225142064634
5760,-20.171813476874476
5832,-19.667136278611835
5904,-20.57625951550121
5976,-20.57625951550121
6048,-20.167969344247236
6120,-19.49455433199214
6192,-19.303191104784776
6264,-19.761630522876303
6336,-20.126005841217644
6408,-19.33196406954474
6480,-18.84726556318743
6552,-18.690628669882972
6624,-18.53165569488328
6696,-18.592580819606656
6768,-18.62087127823797
6840,-18.555848750128046
6912,-18.536668217275942
6984,-18.515706300361344
7056,-19.143274478561107
7128,-18.90297654642664
7200,-19.35256252079493
7272,-18.85627736813139
7344,-18.840802914332123
7416,-19.012822172571784
7488,-18.985955959350168
7560,-19.20062199248923
7632,-19.672863729426535
7704,-19.57863933489587
7776,-19.34839298515597
7848,-20.242065424546336
7920,-21.3930190765284
7992,-20.65592859542023
8064,-20.979316507668898
8136,-20.174002257065794
8208,-19.720283973377573
8280,-19.459628311832326
8352,-19.368806142060297
8424,-19.49918900187639
8496,-19.348347767207187
8568,-19.285699357624846
8640,-19.22542034922249
8712,-19.263437251239896
8784,-19.285097387917418
8856,-19.302775901655796
8928,-19.34683598021563
9000,-19.3661033739404
9072,-19.347839570730617
9144,-19.34553121671826
9216,-19.33963614553875
9288,-19.36052775080586
9360,-19.353585151250176
9432,-19.35285565588361
9504,-19.369050365898634
9576,-19.36791124407971
9648,-19.472256345449953
9720,-19.472256345449953
9792,-19.432057613147585
9864,-19.417383756337312
9936,-19.417383756337312
10008,-19.37688229830177
10080,-19.364895187844354
10152,-19.364895187844354
10224,-19.347839570730617
10296,-19.34158059826054
10368,-19.360954230268355
10440,-19.2914447209983
10512,-19.310940121588374
10584,-19.321209767600383
10656,-19.379672226672163
10728,-19.347839570730617
10800,-19.35021984430877
10872,-19.364895187844354
10944,-19.364895187844354
11016,-22.46469609999673
11088,-19.347839570730617
11160,-19.35021984430877
11232,-19.347839570730617
11304,-19.30896853083909
11376,-19.111219917522117
11448,-19.068392107903737
11520,-19.068392107903737
11592,-19.087901637462522
11664,-19.290782720987075
11736,-19.30251685207768
11808,-19.351984038472583
11880,-19.48123611082309
11952,-19.99974630670741
12024,-20.133038231268092
12096,-19.79956399753338
12168,-19.87036564573187
12240,-19.79896339190722
12312,-19.898326978609077
12384,-19.834705989699078
12456,-19.751355774473605
12528,-19.382444388340684
12600,-19.461520748259787
12672,-20.836444117182356
12744,-19.48917502821536
12816,-19.29691496615368
12888,-19.03965660658972
12960,-19.342609926477333
13032,-18.72780672927291
13104,-18.826230778859077
13176,-19.668729743813785
13248,-20.01181036400732
13320,-20.684165923780487
13392,-20.89513895289794
13464,-20.54425276129231
13536,-20.29644329651434
13608,-19.979888867198415
13680,-20.16318581438981
13752,-20.189958900810574
13824,-20.19584005646409
13896,-20.19584005646409
13968,-20.181648162649296
14040,-19.543606416966607
14112,-20.30392171703657
14184,-20.30392171703657
14256,-20.29937453214619
14328,-19.975047048376513
14400,-19.59121952229992
14472,-19.594935212951718
14544,-20.255401155205735
14616,-20.104287438677243
14688,-19.667612140154198
14760,-19.79387641891542
14832,-19.50463336974586
14904,-19.504754103164
14976,-19.666542676011666
15048,-19.725394126415733
15120,-19.64768174718226
15192,-20.47095503225295
15264,-20.23080939380253
15336,-20.65607076471473
15408,-20.375338018883326
15480,-20.380020351691766
15552,-20.03356017601184
15624,-20.375617069278903
15696,-20.374020703154628
15768,-20.380020351691766
15840,-20.42925604961773
15912,-20.4201208235156
15984,-20.96680665473698
16056,-20.972012344050686
16128,-20.970250689903
16200,-21.83368386735559
16272,-21.56255679098265
16344,-20.975316123743177
16416,-20.429803644323567
16488,-20.477103397775913
16560,-20.16179676859917
16632,-19.76426776214059
16704,-19.76306156524558
16776,-19.776211207274063
16848,-19.78204928684673
16920,-19.76426776214059
16992,-20.420543414102152
17064,-20.420543414102152
17136,-20.429403231559522
17208,-20.99704271965589
17280,-20.993212359891718
17352,-20.455103332133174
17424,-20.455103332133174
17496,-20.44557825109794
17568,-20.443711294521908
17640,-20.99517576307986
17712,-20.983088095373162
17784,-20.983088095373162
17856,-20.983088095373162
17928,-20.98875847836875
18000,-20.43060942845454
18072,-20.45394491119927
18144,-20.45545333668058
18216,-20.455631991268177
18288,-20.44255287358801
18360,-20.44335785584225
18432,-20.44335785584225
18504,-20.994017342145963
18576,-21.01191626623103
18648,-21.006112822984292
18720,-20.993212359891718
18792,-20.98472815285899
18864,-20.98472815285899
18936,-20.48498257390121
19008,-20.010395859506513
19080,-20.470241341503417
19152,-20.470241341503417
19224,-19.772274185467154
19296,-19.818640907845012
19368,-19.818640907845012
19440,-19.80389967578456
19512,-19.46962251035829
19584,-19.80389967578456
19656,-19.80389967578456
19728,-19.80389967578456
19800,-19.800692234665352
19872,-19.800692234665352
19944,-19.778770698754272
20016,-19.801866175125287
20088,-19.778770698754272
20160,-19.73016926945817
20232,-19.76179475970426
20304,-19.76179475970426
20376,-20.091558660206775
20448,-20.303255321486635
20520,-20.352408725627342
20592,-20.303255321486635
20664,-20.211485877651477
20736,-20.12209913923052
20808,-20.12209913923052
20880,-20.779164936489234
20952,-21.09451776085167
21024,-21.09654714907985
21096,-21.09654714907985
21168,-21.09654714907985
21240,-21.09654714907985
21312,-20.54588766287395
21384,-21.09654714907985
21456,-21.09654714907985
21528,-20.54588766287395
21600,-21.09654714907985
21672,-21.09654714907985
21744,-20.54588766287395
21816,-20.282841878008455
21888,-20.54588766287395
21960,-20.54588766287395
22032,-20.54588766287395
22104,-20.54588766287395
22176,-20.54588766287395
22248,-20.54588766287395
22320,-20.54588766287395
22392,-20.25553910421905
22464,-20.450715241259587
22536,-20.438615851450148
22608,-20.20917238156889
22680,-20.420543414102152
22752,-20.971202900405867
22824,-20.971202900405867
22896,-20.980062717863238
22968,-20.971202900405867
23040,-20.970250689903
23112,-20.971202900405867
23184,-20.989275337875437
23256,-21.88352365332706
23328,-21.001374727696373
23400,-20.63450244703452
23472,-20.438615851450148
23544,-20.470241341503417
23616,-20.438615851450148
23688,-20.438615851450148
23760,-20.438615851450148
23832,-20.450715241259587
23904,-20.450715241259587
23976,-20.450715241259587
